project,downloads_count
django-oauth-api,744
django-gdpr,744
django-leafage,744
django-static-md5url,743
django-modshib-certic,743
django-admin-autoregister,742
djangoldp-becknld,742
django-wools,742
django-referral,742
django-dkron,742
django-logtail,742
django-miniexplorer,741
django-chemtrails,741
django-simple-analytics,741
djangoueditor,741
django-deadcode,741
drf-lookup,741
drf-spectacular-extras,740
django-intenumfield,740
django-uuidfield-2,740
django-insights,739
django-nginx-secure-links,739
wagtail-admin-list-controls,739
django-spgateway,739
django-structured-data,739
django-comments-tree,739
django-flex-blob,738
django-localized-names,738
django-rest-live,737
drf-dark-shade,737
django-digest,737
django-tiers,736
django-tenancy,736
django-cookie-control,735
dj-playlist-optimizer,735
django-extra-keywords,735
django-pushy,735
djangorestframework-fsm,735
django-ipghrms-contract,735
django-activecollab-digger,734
django-twitter-tag,734
django-sr,734
django-celery-model,734
django-envconfig,734
django-generic-rest,733
django-telegrambot,733
django-alipay2,733
django-selenosis,733
dj-audit,732
django-chatter,732
django-trim,732
django-encrypted-fields-python3,731
django-celery-ilmoitus,731
django-dkron-dev,730
drf-simple-oauth2,730
django-mapit,730
django-model-changes,730
django-genc,730
djangorestframework-hstore,729
django-throttle,729
django-intercom,729
django-exo-role,728
django-mako,728
wagtail-react-streamfield,728
django-search,728
django-echoices,728
django-totalsum-admin,728
django-selenium-clean,728
django-emailtools,728
django-zooy,727
django-codenerix-cms,727
django-lightweight-tests,727
django-we,727
django-typst,727
django-highlightjs,727
drf-iam,727
django-accredible,726
django-nsync,726
django-admin-inlines,726
drf-aggregates,726
djangorestframework-deepserializer,725
django-image-optimizer,725
dj-rest-kit,725
django-mbtiles,725
django-navtag,724
django-smartfields,724
django-pin,724
django-file-explorer,724
django-telegram-login,723
django-bulk-tracker,723
django-tawkto,723
django-graphiql,723
djalog,722
wagtailnews,722
django-soapbox,721
django-flatpages-i18n,721
django-firebase-auth,721
drf-bulk-compat-writable-nested,721
django-postal,721
django-moderator,721
django-crowdsourcing,721
django-synced-seeders,721
django-dramatiq-pg,721
django-loader-dumper,720
django-endless-pagination-vue,720
dj-scaffold,719
django-supervisor,719
django-env-loader,719
django-bstrap-modals,719
django-oscar-docdata,719
django-menu-generator,718
django-spectrum,718
django-anchor,718
django-processinfo,718
django-traceback-in-sql,718
django-query-parameters,718
django-qserializer,718
django-vnpay,718
feincms-simplegallery,717
django-netaxept,717
django-tequila,717
dj-two-factor-social-auth,716
django-adminlte-x,716
django-multiupload-plus,716
django-rest-framework-queryset,716
djangocms-htmlsitemap,715
django-esutils,715
django-infra,714
django-location,714
django-beam,713
django-states2,713
djangompesa,713
django-scoped-rbac,712
django-geoexplorer-worldmap,712
djcdata,712
django-check-constraint,712
django-editorial-staff,712
django-admob-ssv,712
drf-caching,711
django-qiniu-storage,711
django-cpf-cnpj2,710
django-basic-cms,710
drf-serializer-dumps,710
django-calaccess-scraped-data,710
djangoldp-ai-agents,709
django-ratelimiter,709
django-user-notifications,709
djappsettings,709
django-jinja-knockout,709
django-macros-url,709
django-thorbanks,709
django-actioncable,707
django-transfer,706
dj-core,706
djangowind,705
django-redux,705
django-cos-storage,705
django-password-reset-fc,705
django-entity-history,705
django-request-sign,704
wagtail-embed-videos,703
django-payfast,701
django-js-choices,701
django-slack-processor,701
django-userdefinedtables,701
django-admin-bootstrapped-plus,701
django-writeback,701
django-north,701
django-pipeline-compass,701
django-overcomingbias-api,700
django-comment-system,699
django-geolocation-fields,699
django-pg,699
django-beatle,699
djmicrosip-auditacotizacion,699
django-tracker-unergy,698
django-couchdb-utils,698
django-deep-link,698
django-with-asserts,698
django-global-places,698
django-mobile-framework,698
django-crawfish,698
django-transactional,697
django-m2m-history,697
djbackup,696
django-simple-perms,695
django-tabbed-admin2,695
django-statictastic,695
django-brouillons,695
django-verification,695
django-media-explorer,695
django-include-by-ajax,695
django-simplefeedback,695
django-hostutils,694
django-adminvisualsortable,694
django-dynamic-models,694
drf-rehive-extras,693
django-stomp-debug-callback,692
django-cached-hitcount,692
dj-starter,692
django-simple-bugs,692
django-rest-easy,692
django-raster,692
drf-jsonmask,691
django-s3-policy-sync,691
django-workflow-fsm,691
django-ratelimit2,691
django-rest-fuzzysearch,691
django-marion-howard,690
django-tos,690
django-admin-query-executor,689
django-balystic,689
django-admin-reset,689
django-ip-geolocation,688
django-easy-drf,688
django-rest-mediabrowser,688
djsm,687
django-nested-formset,687
django-diffs,687
django-graphql-app-setup,687
djvue,687
django-bi,687
django-request-mapping,687
django-util-js,687
mezzanine-cartridge-api,687
django-kss,686
djpj,686
djangorestframework-mvt,686
django-fsm-admin-django-4,686
dj-choices,686
django-vue-utils,686
djig,686
django-manifold,686
django-model-tracker,685
django-geckoboard,685
djamqpconsumer,685
django-bcmr,684
django-textrank,684
django-maintenancemode-2,684
django-html-utils,684
djatex,683
django-private-chat,683
django-release-info,683
django-classbasedsettings,683
django-ormcache,683
django-otp-u2f,682
django-advanced-password-validators,682
django-telegram-bot,682
django-theme-material-kit,682
django-representatives,682
wagtail-marketing-addons,681
django-stored-procedures,681
django-siteflags,681
django-fakegen,680
django-bootstrap4-datetimepicker,680
django-councilmatic-notifications,679
django-swiftapi,679
django-actionkit-client,679
django-shouty-orm,679
django-des,679
django-proxypay,679
django-naivedatetimefield,678
django-activitypub-toolkit,677
django-ext,677
django-openid-op,677
django-cookie-alert,677
django-nico,677
django-app-novadata,677
djangopypi,677
drf-jwt-multi-auth,677
django-bot-rickroll,676
django-knockout-modeler,676
django-pyref,676
ralph,675
django-alive-checks,675
django-osm-field,674
django-wagtail-customforms,674
django-dart-reverse,674
django-plugin-system,673
djangocms-forms-maintained,673
django-magicauth,673
django-cruds-mixins,672
django-universe,672
django-siteforms,672
django-resume,672
djangoldp-edc,672
django-acl,671
django-notification,671
django-lb-adminlte,671
django-static-templates,671
django-autoparsed-address-field,671
django-perm-filter,671
django-css-inline,671
django-multiurl,670
django-exporter,669
django-timepiece,669
django-formify,669
django-channels-presence-4-0,667
django-dynamic-theme,667
django-urlid-graph,667
django-admin-logviewer,666
djkr8,666
django-global-search,666
django-sse,666
django-scaffold-generator,666
djangospam,666
djangocms-blogit,666
django-model-values,665
django-routine,665
django-search-views,664
django-zipfile,664
djmix,664
django-hypergen,663
django-model-viewer,663
django-static-compress,663
django-model-prediction-service,663
django-drf-otp,662
django-admin-urls,662
wagtailgridder,662
django-gql-framework,661
django-q-email,660
django-password-strength,660
django-crosswalk-client,660
django-async-backend,659
django-logging-requests,659
drf-serpy,659
django-cache-panel,659
django-auth0,659
django-multilingual-news,659
django-multilingual-events,659
django-autoslug-field,659
django-aboutconfig,658
django-nest,658
djangocms-inherit,658
django-wechat-user,657
django-oscar-newsletter,657
django-sphinxsearch,657
django-modern-user,656
drf-orderwcast,656
djangocms-zb-organizations,656
django-ajaxlte,655
django-elastic-filter,655
django-wallets,655
django-template-admin-urls,655
django-ssl-auth,654
drf-hal-json,654
django-gmail-oauth-backend,654
django-extras,654
django-suit-dashboard,654
django-ewiz,654
django-silent-mammoth-whistle,654
django-arrayfields,654
django-postgrespool,653
django-jestit,653
django-hookflow,653
djangoldp-sales,653
django-epfl-misc,652
django-translator,652
django-blog-package,651
django-ethereum-events,651
django-softhyphen,651
django-auth-oidc,651
djangocms-owl,651
drf-nested-resources,651
django-snakeoil,650
django-front-door,650
django-notification-system,650
django-oidc-rp,650
djangorestframework-timed-auth-token,650
django-cacheable-model,650
djangoldp-babelfish,649
django-keycloak-pkg,649
django-breeze,649
django-postie,649
django-glide,648
django-rest-extensions,648
django-auth-providers,648
django-tools-contact,648
django-request-proxy,648
django-politico-kitchensink-admin,648
django-openinghours,647
django-filemaker-pyodbc,647
django-sass-processor-dart-sass,647
django-api-engine,647
django-outbox-hitcount,646
djsphinx,646
django-session-favorites,646
django-trix-editor,646
django-lab-inventory,646
django-spicy-id,646
django-opentelemetry,646
django-curtains,646
django-letsagree,646
django-discordbot,645
django-ajaximage,645
django-subforms,644
wagtail-editorjs,644
django-instant-coverage,644
django-new,644
django-crosswalk,644
django-closuretree,643
django-posts-api,643
django-fields,643
django-bootstrap3-form,643
dj-pony-ulidfield,643
django-purchase-core,642
django-followit,642
django-payments-tr,642
django-instagram-api,642
django-loader,641
dj-component-view,641
django-viewedmodels,640
django-cleanhtmlfield,640
django-smart-manager,640
drf-messages,640
django-ndr-core,639
drf-api-action,639
django-common-task-system,639
django-replay,639
django-keyedcache3,639
django-musette,638
django-nucleus,638
django-htmx-modal-forms,638
django-auto-admin-fieldsets,638
django-lb-workflow,637
django-channels-utils,637
django-appengine-auth,637
django-mininews,637
django-msaccess,637
django-tours,637
django-httpolice,637
django-pymssql,637
django-admin-ip-restrictor,637
djangocms-mediaplayer,637
django-component-kit,636
django-dans-waitlist,636
django4-jenkins,636
django-table-sort,636
dj-blacksmith,636
django-textclassifier,636
django-kaminarimon,636
django-sql-compiler,635
django-ognajd,635
django-auth-manager,635
django-tracking,635
django-compat-patcher,634
django-inspect-model,634
django-serverless-oauth-session,634
django-celery-growthmonitor,634
django-tethys-apps,634
django-devops,634
django-politico-staff,634
django-migrations-mgmt,634
django-basin3d,634
django-pipeline-compass-rubygem,633
django-badgify,633
django-horizontal-list-filter,633
django-hawkeye,632
django-test-extensions,632
django-mailing,632
django-pyodbc-gis,632
django-setty,632
django-polls-pulya,632
djangorestframework-fine-permissions,632
django-geocad,631
django-iubenda,631
django-cognito,631
django-sb-admin,631
django-webpack-pages,630
django-model-prefix,630
django-twilio-call,630
django-accounts-cbv,630
django-slack-app,629
django-rest-testing,629
django-hub-sdk,629
django-updown,629
django-juss,628
django-web-utils,628
django-s3-sqlite,628
django-cad-inspector,628
django-markov,627
django-analytics-simple,627
django-clerk-sdk,627
django-dynamic-fixtures,626
django-private-chat2,626
django-markupmirror,626
django-versionfield3,626
django-dform,626
django-spectre-css,626
django-social-layer,626
django-stagedoor,626
djangorestframework-constant-field,626
djfim,625
django-fab-deploy,625
django-qartez,625
djangoldp-blog,625
django-gcloud-storage,625
django-local-settings,625
django-autosequence,625
django-eanoui,625
django-valem,625
django-better-search,624
django-forms-builder-cod,624
django-connect-mongo,623
django-mantle,623
django-url-framework,623
django-paintstore,623
wagtail-all-in-one-accessibility,623
djangocms-teaser,623
django-lbutils,623
django-image-lite,623
django-heroku-memcacheify,623
django-firebase-orm,623
django-ip-whitelist,623
django-courier,622
django-document-library,622
django-i18n,621
django-model-map,621
django-fsm-admin-v4,621
feincms-blogs,620
django-data-models,620
django-cryptographic-fields-bihealth,620
django-cdc,620
django-describe,619
django-purge,619
django-api-gate,618
django-postgres-vault,618
djhcup-staging,618
django-app-requires,618
djangorestless,618
django-children-models-dependencies,618
django-image-cropper,618
django-dataclasses,618
django-basecrm,617
django-cached-field,617
django-admin-action-hero,617
django-ipghrms-log,617
django-pygwalker,617
django-jingo-offline-compressor,617
django-clubhouse,617
django-auth-db-router,617
django-xadmin,616
django-hyperscript,616
django-querycache,616
django-entity-event-slack,616
django-acmin,616
django-onepage,616
django-lbattachment,616
django-flexible-manifest-staticfiles,615
django-scribbler,615
django-fbo,615
django-nice-auth,615
django-chatkit,615
django-userena,614
django-iapauth,614
django-polls,613
django-fineforms,613
django-simple-autocomplete,613
django-keyset-pagination-plus,613
django-misc,613
django-enhanced-pagination,613
django-ulidx,613
django-hashable-file-fields,612
django-better-azure-communication-email,612
django-cq,612
djelia-sdk,612
django-json,612
django-balanced,612
django-hstore-flattenfields,611
django-admin-panel-link,610
dj-saml-idp,610
django-bs,610
django-simpleimages,610
django-dynamic-forms,609
django-jalali-date-unfold,609
django-disguise,609
django-keyedcache,609
djrest-wrapper,609
django-graphene-permissions-redux,609
django-html5-colorfield,609
django-zeromigrations,608
django-lockable,608
django-durationwidget2,608
django-queuebie,608
django-quicky,608
django-migration-docs,608
django-redirect-urls,607
wagtail-honeypot,607
django-browsable-router,607
django-base-template,607
djangorestframework-more,607
django-lite-cms-core,607
django-url-group-permissions,607
django-cache-manager,606
django-mongolog,606
django-beanstalk-worker,606
djc-recipe,606
djsw-wrapper,606
django-nameko,606
django-health-monitor,605
django-brutebuster2,605
django-forbid,605
django-auth0-authbackend,605
